validator_id,uptime,missed_att,missed_prop,slashed,stake,proposal_quality,peer_feedback,epoch_consistency,threat_response
40088,1.0,1,2,False,0.0,0.5384212203984474,0.5739498842970155,0.5,0.5
40089,1.0,0,2,False,0.0,0.5,0.5647206275015113,0.5157261187509653,0.5157261187509653
40090,0.9437549526789595,3,4,False,0.0,0.5107137316790443,0.5346930752392989,0.5250063623204363,0.5250063623204363
40091,1.0,1,0,False,0.0,0.6274154333730851,0.5227330606370475,0.49788733989739414,0.49788733989739414
40092,1.0,1,0,False,0.0,0.572080274202867,0.5040498565330251,0.5607233479241786,0.5607233479241786
40093,0.9906232693422596,0,0,False,0.0,0.5639765122282896,0.540047981647782,0.5164532406311776,0.5164532406311776
40094,1.0,2,2,False,0.0,0.5702404007311683,0.5236726166951317,0.5020655723880513,0.5020655723880513
40095,0.9947429325057133,1,0,False,0.0,0.591624825931128,0.5162705594144961,0.5271926084520766,0.5271926084520766
40096,0.9543614809320914,3,4,False,1.0,0.5372316368538215,0.5124561322700452,0.5311189770410755,0.5311189770410755
40097,0.9833180698097429,2,3,False,0.0,0.5298399529632004,0.5044762340956075,0.5315615996023466,0.5315615996023466
40098,0.9792746433811569,2,2,False,0.0,0.5215626166111286,0.5294320690018701,0.5435162486178265,0.5435162486178265
40099,0.9995237730823923,0,0,False,0.0,0.5424446325354898,0.5203519107403634,0.5200265898445914,0.5200265898445914
40100,0.9897705885510287,1,3,False,0.0,0.5368193180705183,0.5274798474695404,0.5167533871684652,0.5167533871684652
40101,0.9924440703090373,1,2,False,0.0,0.5416657961619744,0.5529151131107797,0.5365597266279355,0.5365597266279355
40102,0.9270493010181816,4,6,False,0.0,0.5,0.5156843748125827,0.5253642275984338,0.5253642275984338
40103,0.9781685550451191,1,1,False,0.0,0.5354168534583024,0.5272647204437221,0.5126603672277551,0.5126603672277551
40104,1.0,1,0,False,1.0,0.5952070616096595,0.513495979187208,0.505685778094698,0.505685778094698
40105,1.0,0,0,False,0.0,0.5779651047015613,0.5448910857966457,0.512571353302739,0.512571353302739
40106,0.9809116978000338,3,4,False,1.0,0.5,0.5225246572940314,0.5072006780460385,0.5072006780460385
40107,1.0071674445300918,1,2,False,0.0,0.5241013214805952,0.558608284123232,0.510499275860019,0.510499275860019
40108,0.9515471239104699,2,2,False,1.0,0.5509802028597316,0.5238299427389738,0.5135094017668768,0.5135094017668768
40109,0.9772771589952471,0,2,False,0.0,0.5537939500780401,0.519776005631378,0.5072363051232354,0.5072363051232354
40110,1.0,0,0,False,0.0,0.5637340821829523,0.5183206596059456,0.4742422866739241,0.4742422866739241
40111,1.0,0,1,False,0.0,0.5459688276203342,0.513479496899781,0.5300578471688564,0.5300578471688564
40112,0.9834453565739896,2,0,False,1.0,0.6024918523618717,0.4938450378131678,0.49931595064581175,0.49931595064581175
40113,1.0,0,0,False,1.0,0.5576908904687939,0.5490260616076659,0.4999332370500242,0.4999332370500242
40114,0.9681301034358147,2,2,True,1.0,0.5426659611516037,0.505726109064639,0.5116735819275682,0.5116735819275682
40115,0.9812775899316352,0,1,False,1.0,0.5529431228791085,0.5270993901732723,0.5418884560295113,0.5418884560295113
40116,0.9877995362863466,0,0,False,1.0,0.547556434508254,0.521456134271163,0.5215686033511555,0.5215686033511555
40117,0.9657395133686981,4,3,False,0.0,0.5328071294166488,0.5,0.5611220657602471,0.5611220657602471
40118,1.0,0,0,False,0.0,0.6719815552067518,0.5181075726789985,0.5025153838052517,0.5025153838052517
40119,0.9436508447945279,3,3,False,0.0,0.514019964094075,0.5187411608926094,0.5327803713006621,0.5327803713006621
40120,0.9402325035986996,4,3,False,1.0,0.5328273925099205,0.5125687273654486,0.5118147539180932,0.5118147539180932
40121,0.995673130011858,3,2,False,1.0,0.5665178466161528,0.49897884434640893,0.536035147238663,0.536035147238663
40122,0.994559671573162,1,1,False,1.0,0.5370127637508163,0.5661098157339249,0.5131514523643333,0.5131514523643333
40123,0.9895696565895217,2,2,False,1.0,0.5751878199512194,0.5100271706370784,0.49018983616857453,0.49018983616857453
40124,1.0,1,1,False,0.0,0.5644234826744066,0.5327820499046133,0.5363106496546145,0.5363106496546145
40125,0.9705209235927684,1,0,False,0.0,0.5347103185876287,0.5199920909268834,0.5359101029374509,0.5359101029374509
40126,0.9550644667820791,2,3,False,0.0,0.5077446026425569,0.5183257975965803,0.5200224947461409,0.5200224947461409
40127,0.9722204491362606,3,2,False,1.0,0.5390880100043558,0.507561712985831,0.5241569512796694,0.5241569512796694
40128,0.9982535915146991,2,2,True,0.0,0.5815206724788717,0.5260644479085677,0.5112821908144622,0.5112821908144622
40129,0.9761374296273563,2,2,False,0.0,0.5133351678745339,0.531703840566565,0.5158471285992238,0.5158471285992238
40130,1.0002839835089428,2,2,False,0.0,0.5453342230823193,0.539767466045502,0.5267052132001059,0.5267052132001059
40131,0.9929291781298955,1,2,False,1.0,0.5322215067879982,0.5228734208538103,0.5011113058208945,0.5011113058208945
40132,0.9874931691465928,2,5,False,1.0,0.5250786719186082,0.5289704814701438,0.5079791589599151,0.5079791589599151
40133,0.9822545075802251,1,1,False,1.0,0.6058343679872947,0.5022694922037187,0.5246405807889271,0.5246405807889271
40134,0.9804788124474212,1,0,False,1.0,0.5775680751158312,0.5062611347026936,0.5517577920019314,0.5517577920019314
40135,1.0001120849768852,1,1,True,1.0,0.5916383300387386,0.5,0.5636810425905613,0.5636810425905613
40136,1.0,0,0,False,0.0,0.5603577274639965,0.5122834961435393,0.5713154065565553,0.5713154065565553
40137,0.9907809137994059,2,1,False,0.0,0.5325648857526165,0.5367311363981335,0.5514157991130294,0.5514157991130294
40138,0.9747178252161289,1,2,False,0.0,0.5277586482614187,0.5508130485923467,0.529357361620866,0.529357361620866
40139,1.0126029360859028,2,1,False,0.0,0.5369821483997864,0.504740106908316,0.5362983378210058,0.5362983378210058
40140,0.9492024131618844,2,4,False,0.0,0.51294420536177,0.5082369708288941,0.510547188868421,0.510547188868421
40141,0.9992290629909939,0,1,False,0.0,0.5143089776810127,0.525326732120684,0.5447720772348658,0.5447720772348658
40142,0.926116768373642,3,3,False,0.0,0.516234176831382,0.5162500754982946,0.5627920075269212,0.5627920075269212
40143,0.9896750451889558,2,3,False,0.0,0.5119643665181048,0.5490663042578044,0.4990956262006772,0.4990956262006772
40144,0.9665507883973495,0,2,False,0.0,0.5216421325782696,0.5087870125540699,0.5286531238529052,0.5286531238529052
40145,0.9715208807349263,2,3,True,0.0,0.5171949371714524,0.5135619058149353,0.517246801420539,0.517246801420539
40146,0.9991731163896537,0,1,True,0.0,0.6324325300544283,0.551718550179296,0.5176028616175988,0.5176028616175988
40147,1.0,0,0,False,0.0,0.5690728841305349,0.547772330595304,0.5337238006521575,0.5337238006521575
40148,1.0172190768321767,1,1,False,0.0,0.5790329022799533,0.5246769152569372,0.5152483421773559,0.5152483421773559
40149,0.9861281678595635,2,1,False,0.0,0.6177293110016499,0.5316289623775236,0.5,0.5
40150,0.9559032739037469,3,2,False,0.0,0.5110770182140059,0.5099233354025268,0.5488991308191357,0.5488991308191357
40151,1.0,0,2,False,0.0,0.5637257996330212,0.5290700570071724,0.5,0.5
40152,0.9715948507570943,1,2,False,0.0,0.5,0.5512569719196451,0.5274492644750343,0.5274492644750343
40153,0.9736474409433407,3,2,False,0.0,0.5003834765904777,0.533425542821477,0.5406194152433168,0.5406194152433168
40154,0.9777420569329421,2,2,False,0.0,0.5058109617992662,0.5,0.5372708663968633,0.5372708663968633
40155,1.0,0,2,False,0.0,0.5,0.5390064508338804,0.5379912976203114,0.5379912976203114
40156,0.967064223099077,2,4,False,0.0,0.5,0.5077445055990041,0.5061496478114047,0.5061496478114047
40157,0.9881857637333686,0,0,False,0.0,0.5218938568014885,0.5173227142442017,0.5559159799451283,0.5559159799451283
40158,0.9995668607486242,0,0,False,0.0,0.6027148428645775,0.5073748730289827,0.5001992272807972,0.5001992272807972
40159,1.0,0,0,False,0.0,0.5904451816418126,0.5231699364605171,0.5449590008661913,0.5449590008661913
40160,0.9800182384473517,1,1,False,0.0,0.5779192130833063,0.5207570305329013,0.5186532240947124,0.5186532240947124
40161,0.9740003319860657,2,1,False,0.0,0.5246901286601233,0.5222304583217541,0.5354071798989911,0.5354071798989911
40162,1.0,0,0,False,0.0,0.5932063528077808,0.5202359609574161,0.5101992538220218,0.5101992538220218
40163,0.9883279405421865,1,1,False,0.0,0.5944226802632362,0.5107698121174108,0.5270996533161687,0.5270996533161687
40164,0.9801042561819302,3,4,False,0.0,0.513434060883423,0.5172607667529538,0.5335342873909433,0.5335342873909433
40165,0.9967153743689132,4,3,False,0.0,0.543252748487576,0.5105090193546309,0.5139693783584126,0.5139693783584126
40166,1.0,1,0,False,0.0,0.5505013863119935,0.5092014884527406,0.5821557007521082,0.5821557007521082
40167,1.0,0,0,False,0.0,0.5433857243999582,0.5114277258473764,0.5288612026127371,0.5288612026127371
40168,0.9765253219263283,0,0,True,0.0,0.5309768740834687,0.52333410775808,0.5124501632671896,0.5124501632671896
40169,0.9775652896194031,3,4,False,0.0,0.5067706902524577,0.5328184496950736,0.5403773860903912,0.5403773860903912
40170,1.0,0,0,True,0.0,0.543150046104146,0.5160385424848387,0.5483260167595717,0.5483260167595717
40171,1.0,1,1,False,0.0,0.5486639869813368,0.5385207059327971,0.5173281888819778,0.5173281888819778
40172,0.961701464459643,2,3,True,0.0,0.5094089337555984,0.551613460600772,0.5517175010921264,0.5517175010921264
40173,0.9984039503695963,0,1,False,0.0,0.5265700319070086,0.5946578823144277,0.4958325706140017,0.4958325706140017
40174,0.9645343488359959,2,3,False,0.0,0.5,0.5469104133374256,0.531390878167217,0.531390878167217
40175,0.9871400435818524,0,0,False,0.0,0.5516624976634183,0.5045109930104382,0.5537408297053743,0.5537408297053743
40176,0.9708214842904499,1,0,False,0.0,0.5447559179927347,0.5158244019600143,0.5181743560986936,0.5181743560986936
40177,1.0,0,3,False,0.0,0.5104804837866358,0.5393088306683244,0.5018564765675614,0.5018564765675614
40178,0.9463070093479183,3,3,False,0.0,0.5265609788778038,0.5126598349600514,0.539271697501814,0.539271697501814
40179,0.9631539062198224,1,0,False,0.0,0.5688019122215349,0.5044234151989682,0.5165232792901245,0.5165232792901245
40180,0.9578517051059436,1,2,False,0.0,0.5077768036491684,0.5453416339266461,0.5549192827060091,0.5549192827060091
40181,1.0,2,3,False,0.0,0.5554997496284185,0.5192009801330907,0.501015843190043,0.501015843190043
40182,0.962963690478557,3,1,False,0.0,0.5193548168874004,0.5026921931927489,0.5585155159600187,0.5585155159600187
40183,0.9834777597389336,2,2,False,0.0,0.6011274298904481,0.5222222732327617,0.5,0.5
40184,1.0,0,0,False,0.0,0.5545810875926351,0.5659416460794793,0.518904285693818,0.518904285693818
40185,1.0,0,0,False,0.0,0.572896780535967,0.511028903548952,0.5297927705183662,0.5297927705183662
40186,1.0,0,0,False,0.0,0.5746873517010086,0.5096597138877975,0.5467779558854342,0.5467779558854342
40187,1.0,1,1,False,0.0,0.5360875948730145,0.5157275952546031,0.5728835071861245,0.5728835071861245
40188,0.9793760915872515,1,1,False,0.0,0.5509351967899427,0.531036391091564,0.5132770124402238,0.5132770124402238
40189,1.0,0,0,False,0.0,0.553571288939133,0.5359357279357225,0.5065072158461212,0.5065072158461212
40190,0.9902527921277273,0,0,False,0.0,0.5198109423449119,0.5239504670535811,0.5320655720021082,0.5320655720021082
40191,1.0,1,0,False,0.0,0.6235319879031163,0.5290339420452054,0.5066132195715934,0.5066132195715934
40192,0.9910486453973361,2,1,False,0.0,0.5940017466997074,0.5049770294043332,0.529224612740015,0.529224612740015
40193,1.0,1,0,False,0.0,0.5775965017240462,0.5134388355271584,0.5408926676636742,0.5408926676636742
40194,1.0,0,1,True,0.0,0.5445433053940786,0.5250003519827989,0.5228167090782811,0.5228167090782811
40195,0.9712498632697447,1,1,False,0.0,0.5348683408115,0.5277712489193352,0.519129692279259,0.519129692279259
40196,0.9899289418195288,2,1,False,0.0,0.5400408420021396,0.5059295613443591,0.5282879989654631,0.5282879989654631
