validator_index,pubkey,status,effective_balance_gwei,slashed,activation_epoch,exit_epoch,withdrawal_credentials,attestations_total,att_missed_total,proposals_total,prop_missed_total,inclusion_delay_avg,rewards_sum_gwei,trust_v0
40007,0xaae21c73af982c73ebd9d7c77cf675eab703a96f7dd8fcee2fc716f5a87432e65f3bc023090ebb7eba5f9daee452dd82,active_online,32000000000,False,4781,9223372036854775807,0x008db05787b416079a3350e7769f0291209862ac4d61c73eb59091faadb1d7b5,,,,,,,0.0
40008,0xb2c9a6ae15a24711e6a6362d069a37f717dc3b80c0f8125ccec0d64bb8e937fd5838b5ad43a75c7be52b9f05ccd73983,active_online,32000000000,False,4781,9223372036854775807,0x003cbb9695a51a317bfe9ce2ff6956f494034ed9647a8117bb2d62a6c0b79420,,,,,,,0.0
40009,0x873b0ec7b1c5d3eb304215bb8ff719654295ed2c5439fa5b8d68acf30e0ce13a1061400c08ee15b4c114f4376f31095b,active_online,32000000000,False,4781,9223372036854775807,0x00613cd9329286daff9d00699277f8d5d4b05491e21fcf1dbdf26ab19a15f895,,,,,,,0.0
40010,0xb0dbae54db9a6399564fa69cea8579a718a0adee8cf1e01d53a5d795e486f98aeeb4bd8c6ea6064f0dd8e7c9438f903c,active_online,32000000000,False,4781,9223372036854775807,0x00779fd44aefdc286b8681df57ee146a17734a390e8557e492601fd7725d231b,,,,,,,0.0
40011,0x95da23475616cc85577f173ec8803b8b541183c48d7a366e50d11befaf5be0541df1c717755ef6cad04582d6ebab7deb,active_online,32000000000,False,4782,9223372036854775807,0x002e6d58a9d6040564fda6909f0208aed60295dc35d8a6a429f44b44fb1d4895,,,,,,,0.0
40012,0xaf80d2bf7dc4f2e0cfd9f5663a129aae9840f7cd95644741626938c830f8260a7fce1e1759c2583b0e11f2861331a253,exited,0,False,4782,194955,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40013,0x9969d0559b4403f1d08658550bab93075eed11213f4c6be957597a413030a3f60b4b53ffc80701c5355209a4d8619e23,exited,0,False,4782,194501,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40014,0x88e2e00e497d15dfb4e280d17a8888b6a083be7165edc1a6309695a824f9921696e41e6ed6a1287137eb856ddc6fedfd,exited,0,False,4782,194956,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40015,0x99ee383d09706329449b9cef6721631e13ea9c46f93f5752c1fbb21fc09e0f6a07430ab96d9e6f9cfcf332fa74276dd1,exited,0,False,4783,194956,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40016,0xab3834d59366bc9b4e2b76dc4005651cda862e0f3ea437f19687deb872ef1a10afb9f043835f2928702d3f783c1043fe,exited,0,False,4783,194958,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40017,0xb451a60fcc31ea660e2128fff16f0cb28fd2b2708ae865c0b950a2f961f975b7792b4bb5801af8c6ef70c75657621d27,exited,0,False,4783,194958,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40018,0xb312d3d92e41e4381e96a5a24f062dead2067c249e75632512e6091a533fc2751a5a6dc25c415179a709ee607c37b58d,exited,0,False,4783,194261,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40019,0x97d777b39413470df5ed30745f1ad8b75c0fdd26541f07a5bd7d5246b13b9ad554927f86a87aca91655670838008772f,exited,0,False,4784,194958,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40020,0xb4c7ee9b4936c3a889048411b8751c187d1cf294297cff197edbf67facbb95553856f2ee37160573b49bb77ed66bb1ba,exited,0,False,4784,194251,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40021,0x90f63076dac2fef54219118f5dabfaca57da5b91a59a28e1b17fb41a95c199055ef808160d293f6ce05428d5ed040b67,exited,0,False,4784,194958,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40022,0xb18db38611c2ab7d0354c5f99dd00c7ecfe168af28c0594118396ae80092861fe68fbe7d13c74c25bc8910cc2b7740ea,exited,0,False,4784,194287,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40023,0x9869dbdf62d8d672d909fe494bc06eb7e69324e16aeed43a1065294e1a4c0842bd76ea42a0551b480f586e6405a9d294,exited,0,False,4785,194958,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40024,0x85f42cbb9f677990e098a7aad5a0488ae40a07093d2e8e30eb509f1787862506f97e637d4f5e235e83e551db6c43a586,exited,0,False,4785,194958,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40025,0xb168a56c36c2f0297a514139ccdccee42f65154055983ee1d0741852deab11dd961ba0d4ec60ed1c98ec1d6dd6d6cb96,exited,0,False,4785,194959,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40026,0xaf1b0f797973eaa5b022b92de91af0e31d6570d7fa79d0794a484956fa0dc91823ce4a15d8a096840cb2973820421e42,exited,0,False,4785,194959,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40027,0xa2ca752d69917035d58a223683ae72d3b5fff3bb0ac6cd8a2534f9eb3e8861ea593e89431026df26e17100b7331909f0,exited,0,False,4786,194258,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40028,0xa759b7e4d1c2dc4156bcd5bbcd6d7a09e0fb6482560c8449aac2b63c280487d721546f21a01474d1e16554d4eadbbffc,exited,0,False,4786,194304,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40029,0x8ebaa588e69b6b2de40df27773d593aa59918bd086e2e2e2921a6ef84398c1ef717acc37d6fc24ab7ede42d0b1b16d9f,exited,0,False,4786,194959,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40030,0x99c17d0afd5dfecd3e910347dd4f82b6d7ec71b5da04c4a23bb5fce89e8e43971f5917fa6b5799df2848294ae8185326,exited,0,False,4786,194959,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40031,0x8156692b77e1e0a878486529cce6605709a019bc15f2cc12af569e9fdf1a972d4e2c7a06a56ff538d5e79dc9bf081f45,exited,0,False,4787,194959,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40032,0x880d85d4eae7ebe962151e059501d76672af8f37222cb69635ad998c18d2076f659ff90783d31b80843ddcb76e07990c,exited,0,False,4787,194213,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40033,0xa718d1ce38053d57eb163b3d6dfacf0f8513b22b676e3945cc761fd88fdb35cb2f92857270c0e84feaa390603bf60ddf,exited,0,False,4787,194959,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40034,0x8d1e7db3b27529d27af700388aa6d29a8d6432abf06141cd402a8aa9c3c1353bd51baa989543b6aae2022e3808427dc8,exited,0,False,4787,194959,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40035,0xad9e2dbe464419975efa1602f94e8b70731b1c50e5d4ff877886998e10259cba8a4e71843ecf0d88ed873a7fb7ee91ac,exited,0,False,4788,194959,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40036,0xa96626dc773be2c4c4fc81eec23090d8f7d495994139211bac9c00ce75b2b36c1284e0b97b43322e4a8c8b9bbf0923d9,exited,0,False,4788,194960,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40037,0xb5ead82a3f839c8a161953a63431e9b5d2d4750e6d4d852e6539662fb7698e3972ef62d3531957052161f77fa59ca2cc,exited,0,False,4788,194960,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40038,0x96f8840a66cd873aff93e9dbd8fba6964c86391ff4f588ab02117e8f932fd87771c6831138904695f4b91e0668708ae0,exited,0,False,4788,194972,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40039,0x9356f88748c5f1cc023d8e51b3a7fd0e8a4c4e677a0f592758455041827cfaa56908dd226702ba0fa5b387072068b655,exited,0,False,4789,194972,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40040,0x8a7e66ba9f31c972c0092e098a20065a36519b503775c946b717febdfe4dd3fa73cf5abdba6e3799739c795167648a0f,exited,0,False,4789,194902,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40041,0xae78105882de63c0db0d5e4478bbb14ccdcfc4f22841b67b7850ce541e346fa9ad52f3be419608f2daf4afc8cbb2cc51,exited,0,False,4789,194972,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40042,0xb98ca29ddf6cd7eb8cfe569e301136f43630447a0fc41fbec2bc6f90f9722ef10337d07e2d6134aa4ffd02b21770c3fc,exited,0,False,4789,207175,0x010000000000000000000000c22b45bf329617f66382a7f18e9f7ec0159b3097,,,,,,,0.0
40043,0x8aa208b1318e4e5c304d5ef6c5c36947093db49d49461f9706db6933eb4e8334b57ada4136f1a506148bdcec6c25f000,exited,0,False,4790,194289,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40044,0xacc182387e24cec1ca53ae245bcdff00bfa691b014e5345ed1b257692858c3b9adc3ff5b537bde125a777cd7bf1d7468,exited,0,False,4790,194972,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40045,0x82a5c9aeee96062f3b1dd3cf6a49e02e890bcbed2bbe68c14bca7d3616950714074ee2bc3d4b55f5dd8a5b9ea7d8ebfa,exited,0,False,4790,194972,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40046,0x8b15d63fdf973d9bf462c238f875b814332eec7f7e69aeed21a09726557d7c602561afc3b6507120a4f1bb9d8cf6275e,exited,0,False,4790,194972,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40047,0x82555ec89c815ce1c2f7aedc4ef601740ebf3cd01faae254262d911e7369a38f10987e0fd0bcfd6ab7555a491ee15070,exited,0,False,4791,194973,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40048,0xa89fe3b5e6fa20afd61f75ae3d1865130c73bf49a2e66e629955a16632912487b0f6023459a6abf161d8c543200ab097,exited,0,False,4791,194973,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40049,0x8160c31a91ea1296cd81de3c4c8acce63a2fb7be112540e56623ef1d7755262c7b6495a378d2a455c1500eb3242ed1f7,exited,0,False,4791,194973,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40050,0x99cebfec5a78750febd6301aebf08e51a46b2ab117140b0b949e26d65a528ee77814d8dd592b69cc36aac4da373f8dad,exited,0,False,4791,194973,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40051,0x8dc9cfc7e634e914ce414506ff4f88902feddf760fe76bcc37f76cebe3168993453e8bbc54c00944af34231830aedd70,exited,0,False,4792,194805,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40052,0xb4743f84a8a555de19a67d2aa7f79fbb884374fa0d2c2851483445fdec50916c9fc6e374bb95d6466cf1557fb13c88dd,exited,0,False,4792,194973,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40053,0xaefc9bc9f9b6d2a2433a56eb6c1807828ecb8700a3a33b1e2b20185f9247ababdc5f8a9bb09eaadadcc235d7088e3598,exited,0,False,4792,194973,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40054,0xab3635128248a357783bcd42213fa65b662b2456dd2bf2a0892477d8d1b457386509f77f739c8822d43a23737d3ae3fe,exited,0,False,4792,194973,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40055,0xa5c17409323be139ec31892964196a05f40088e8532ed085e46aea5ede29525bd5671100e1c39bc9e624313adb7f75c9,exited,0,False,4793,194973,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40056,0xa95545f386be62dfae0b9b6a95ba1aeb4307fc6cf6df240a9e8a614d6b68723eaa9e95ff1dd904411c93faaeb4162872,exited,0,False,4793,194974,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40057,0xb6573607c9cf4be077ff0a471891459bcdc9a2e3026471863fee6d537c755510d678ac10254b19709015bdf2a6106325,exited,0,False,4793,194974,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40058,0xaa63a597e1ea6f76f9672f6688f3872411da50e234a4d51535c0f8928ef2dd942ef3ccc1aa679f087f14f6e72b83eddb,active_online,96000000000,False,4793,9223372036854775807,0x02000000000000000000000069e0b86911a79fdddc4e1db036c1dd592f0b1616,,,,,,,0.0
40059,0x879c1614dc7acca1fa85927b6957bb726a41515ce48d75f9ef5ef53c8ae564ba0a43fd46f9537ee4987945800e26b075,exited,0,False,4794,366307,0x01000000000000000000000069e0b86911a79fdddc4e1db036c1dd592f0b1616,,,,,,,0.0
40060,0x948f1034b39d6fa8dde46467c5c7526ba33e7786b2b55327be57f88b0ba8178f586c9427d290433f88e59e96055bf416,exited,0,False,4794,194976,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40061,0xa7a7b60b447ec2e8320f905145d6f463023f74865e13c555488b54cb6c29d6bbc1e7629e19ca9842c3839ef735a78cfc,exited,0,False,4794,194940,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40062,0xa27a7c2e86825e8b4cddb2a5ff9af94f1afc143a8f15dbdfb3b7fe7921f60aa222eaa5adfc05cb4dd1530b317ed2f2f8,exited,0,False,4794,194976,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40063,0x8ceb7297ac1c14b2292933a0181d1bbc8837ee365416f927ee8867059f349351255e7197ffc075f11f4dc6b00a3cdd78,exited,0,False,4795,194721,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40064,0xa2b8b1d78c85e53931d88636f547d19a5d27a402d553f6d71158c6d406b0f7e9809f6226291a1f2bd9f53866989f151d,active_online,32000000000,False,4795,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40065,0x928afde0364e5920baa637ea3bc80050629a928566ef1e9eebd8ced814c63e2860a2778fbee7556db4d731dec7c477a3,active_online,32000000000,False,4795,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40066,0x87b1165ec5497da5858f4aa83d00251bca16a2f2fee6ac3065c17a32e5818f1d939c2392c7745d46d2eedb98c8539e48,active_online,32000000000,False,4795,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40067,0x83247ad4b9360dfc26738990ff3c2be0406f4855c21b94d04f3eb4a1e7b732653162ccb7d121f4efa3f22a4de1809c92,active_online,32000000000,False,4796,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40068,0xac1f00a73c3a0331aec90cc8db7aaeb3163462a36a7b6401e00ceee405ced2aa55ab21a58540e0feba1a615765568a59,active_online,32000000000,False,4796,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40069,0x8af91e89512c39484463ae1bdff52be463691d63e30468495b45978d58da3e99ca0da07d88a6993910b61134490644a1,active_online,32000000000,False,4796,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40070,0xaa6100ef29bd64643fcd970618b0fe02cfbce424559d1505e935e7c61537b2f4323aa8d9b23d1beaf60f369f4de538be,active_online,32000000000,False,4796,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40071,0x939661429ddb11d903b2b7280eee467ed62e3b22fea922c7c5c8dcdd8fac925a787753ff6e805043e620d8f55f02e0ff,active_online,32000000000,False,4797,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40072,0x92f0274a8d22e4382bf77a520593e286cdd30d7e961f7f8e88143abdfed7967c633dd2236f9a9cf8b7e2f3100f4f741a,active_online,32000000000,False,4797,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40073,0x8780c6e9015e346eeed09368f5ea3bfb70c28921759642a1b8c33cec991b468826fdc91d6220324264449097dedf9057,active_online,32000000000,False,4797,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40074,0xb7887bbeebeb7dd43fcc757e4ecf21d9b6fd755e0f82a3ae8c5915184ad64cc52e8da9831396cc9a8f24f87b680d6018,active_online,32000000000,False,4797,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40075,0x8f07594177febdac0672ecf84c9ea1b6c639d89ff28d23be1396a4f1e815715e5eea6d061a355ff4206e2b9389ef4d44,active_online,32000000000,False,4798,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40076,0xaec81859bc335ed221d4f5d6c4f46a29d793b5cac0c2753a93566cc63e10dee46a983b096b376e102483eea2601b669c,active_online,32000000000,False,4798,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40077,0xaa1521c03bb7718ec8d01faa407aab02c98628c48a12246ad2042181a47d9555f4c378c8263b9937f4e8a144263f2649,active_online,32000000000,False,4798,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40078,0x9348ca8f04a4fb61e6576ae896455e5d81096867f726fc2b4dfa61bfadefc3b573bacf59decabad58a09f1081c0ee9d2,active_online,32000000000,False,4798,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40079,0xa7125105deb54bc5a24620507369ba7884f9ed1f9fb9f2bb2b810037e08d3cc8b40127c3101027e0ad1cacacce3e1a72,active_online,32000000000,False,4799,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40080,0xaefc43658520092886f53449f0d8ef30050018a0e8c184b7b9ca18377086486a66beff0f00b70469411fef6c4f748b2b,active_online,32000000000,False,4799,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40081,0xb593570536f8087f3936a76248bcee5056e85a9f2c04e91806009e866efae194c133e36d21f3a21d1028c5b42da1923c,active_online,32000000000,False,4799,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40082,0x9504562ad5d806f1fe00f43a85b71b404d7996640349435731e585a835fa15a5cb11621b3c619fb97fdb46822768b16f,active_online,32000000000,False,4799,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40083,0x8af6c46492ce8c543c04b64c27fd574ebf879be3ac58dbadb6eff568f03b4a5cfb875889018b2c991ac78c4f69bed707,active_online,32000000000,False,4800,9223372036854775807,0x0100000000000000000000005501fc30dd94b183a997d339ebd753c3ef20f5d4,,,,,,,0.0
40084,0x949c3e48fbc8d36e6cc9ae696e673ee3fd58ae2b6c8066bfcd979bb1f0b96b636596a3390c9aabcbc4edd828941f98ef,exited,0,False,4800,373061,0x010000000000000000000000703705aa9d4fde9f772bd89d49a6bfd6a9d95b3b,,,,,,,0.0
40085,0x87222513f9e4ce078b7266c9e03a3598d31b33c54f9f721ff4e3aea8030d66d3013d945c01aaf501d8a310dfabd61534,exited,0,False,4800,354400,0x010000000000000000000000d56a44f05e8dd9a37b9056f681b4093c4e516465,,,,,,,0.0
40086,0xadaac5194f700f1f7c7517bc51a5547101e2f42203d6347c09bac12901030c1a0029a5d40b44215ceb8400fa5b9edfa7,exited,0,False,4800,194235,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40087,0xa94e8520b87f09e8b9284ddaca2a8e60db8aad11220e5bd07d3ab101a556ea9e7aad8830e88cec5ad7f0442fbbfd84d5,exited,0,False,4801,194976,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40088,0x963c4ae3250d3c5289b340c3ef0d036c0707a064ff1605c4537eec2d93ec90d42fa4e29c3a83137b2ef372e2b2bb22a0,exited,0,False,4801,367203,0x01000000000000000000000059a504f9df446c5198ba85b1c963aaa6665285c1,,,,,,,0.0
40089,0x98d2fadbe54f2a2e0c6c63f4792cedea71e1f95b1520181b4565f6cab8978d9ffb06bfd8389aa6e66e02c172532643a9,exited,0,False,4801,367203,0x01000000000000000000000059a504f9df446c5198ba85b1c963aaa6665285c1,,,,,,,0.0
40090,0x844d828d697e352d0330ab16aa3508894e0a15e77bd88440768fb9be00cf7769dc79b73651d754979aa92b8d1a381a89,exited,0,False,4801,367202,0x01000000000000000000000059a504f9df446c5198ba85b1c963aaa6665285c1,,,,,,,0.0
40091,0x8dbc32024f22d70c069416393c2f09cc212eeae0fa268a859157bfc77735ba623080ef1fb5bc7bc99ed7a7d653e51347,exited,0,False,4802,367203,0x01000000000000000000000059a504f9df446c5198ba85b1c963aaa6665285c1,,,,,,,0.0
40092,0xaf96fcd31f038d1ca65b5226e9578af81dac37df64057aae23d3623b9826f594cdb490f435742a5865d156d1509596f7,exited,0,False,4802,213228,0x0100000000000000000000005c72f535d421306654f12d51d5637ab62be6d64f,,,,,,,0.0
40093,0xaa19420f2552db86ef89d9ec88a974485092653403e99dfb248ef585cd8df89bbb4270c384d93eaac07945531002b668,exited,0,False,4802,213228,0x0100000000000000000000005c72f535d421306654f12d51d5637ab62be6d64f,,,,,,,0.0
40094,0xb85f3e2b2a13d081589c19985ac07d1e130fa16a44295074584789f00fc01b74c867230c08422d1e7b969beaef9915a2,exited,0,False,4802,194976,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40095,0xacac56fe69a754f36476f591e55e68356c423143a6fa0102a2bc78b0192613bee928e9de342d21b715bf7f6f310c42aa,exited,0,False,4803,194470,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40096,0xb6043a89942e261d5068ffbf91b44bd50cf25da7c9e5f9722f0db175392364873b4839fe68172687630b6bcbc567eb5f,active_online,32000000000,False,4803,9223372036854775807,0x010000000000000000000000ef587ac6fd8a9e83044ffa94708aedc0e92f47e8,,,,,,,0.0
40097,0xa3a380712a22ac7caf6553f7a005e6a119394eca39e1cd80d033314ebf2d848fea032fdd8b13330fff8997c5160704d5,exited,0,False,4803,194976,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40098,0xa690f00a4a0178da2352559b7c10d884d5ad6a0007438bc055bec855feab8e7695a362518e3a8f4d521ccdf5c8c6d8f7,exited,0,False,4803,194976,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
40099,0x937aa56768910831fb49eccb597a7faf4ecb0feda96f470c29dc793ce2bd5657328a18a1e210bf4451987b6bdad17f76,exited,0,False,4804,194580,0x010000000000000000000000210b3cb99fa1de0a64085fa80e18c22fe4722a1b,,,,,,,0.0
